filename,base_caption,optimized_caption,base_caption_accuracy,confidence,logic_check
"966.jpg","the roof of the british museum in london","大英博物馆内，一座具有标志性的几何网格穹顶结构占据画面核心，该穹顶由交错排列的钢架或玻璃框架构成规则三角形网格图案，形成半球形的穹顶形态。穹顶下方可见带有历史感的建筑，其中右侧有一座刻有"QUEEN ELIZABE"（推测完整为"QUEEN ELIZABETH"）文字的圆柱形建筑，建筑外立面为浅色调石材，设有矩形窗户；下方还有带有古典山墙和柱式的建筑，整体呈现新旧建筑风格融合的博物馆内部空间，黑白画面突出了建筑结构的线条美与光影层次。",70,高,PASS
"967.jpg","a trail leading to the summit of a mountain","一条带有明显车辙痕迹的小径延伸至远处山峰的顶峰，周围是开阔的山地景观，地面覆盖着黄褐色草地与零星岩石，背景中有多座灰褐色山脉在晴朗的蓝天和蓬松白云下耸立，展现出宁静的山地自然风貌。",50,高,PASS
"968.jpg","a cup of coffee and an open book on a table","一张铺有浅色桌布的桌面上，摆放着一个带有花卉纹样的瓷杯与瓷碟盛放的咖啡（杯内咖啡呈暖棕色并带有气泡）、一把印有图案的茶匙、一本处于打开状态的书籍（书页为白色，显示部分文字内容），此外桌面上还放置着插有干花的容器与盛放干橙片的容器，整体呈现出舒适的阅读休憩场景。",60,高,PASS
"969.jpg","a lemur lemur lemur lemur lemur lemur lemur lemur lemur lemur lemur lemur lemur le","一只环尾狐猴坐在金属栏杆上，身体覆盖着蓬松的灰色毛发，面部有黑白相间的毛发分布，双眼明亮，尾巴带有清晰的黑白条纹。背景是模糊的绿色植被，呈现出自然的栖息环境，光线明亮，显示出这是在白天发生的场景。",0,高,PASS
"970.jpg","a glass building in the city","一座具有现代几何结构的玻璃幕墙建筑矗立在城市中，采用仰视角度拍摄，展现出大面积透明玻璃与金属框架结合的简洁设计，在晴朗蓝天的映衬下，玻璃表面呈现出清澈反光，",50,高,PASS
"971.jpg","a woman standing next to a mirror on the beach","一位身穿深色外套的女性站在海滨开阔地，手持一个大型装裱画框（画框内反射出海滩景象），周围可见遮阳伞与建筑物，整体为黑白摄影风格，呈现出艺术化的海滨场景氛围。",0,LOW,FAIL
"972.jpg","a field of flowers with power lines in the background","a field of flowers featuring various colorful blooms including pink and red, with multiple parallel power lines and electricity towers in the background, flanked by dense green forests on both sides under a clear blue sky.",80,高,PASS
"973.jpg","a window with books on it","一个书店的橱窗内，多层金属书架上整齐摆放着大量复古风格的书籍，书籍涵盖红色、棕色、绿色等多种色调，部分书籍带有金色装饰边框，橱窗玻璃清晰反射出外部具有历史感的白色建筑，整体呈现出充满文化气息的商业展示场景。",30,高,PASS
"974.jpg","two birds are standing on the ledge of a building","两只孔雀站在一栋浅棕色建筑的外沿处，靠近带有白色窗框的窗户下方区域，周围有绿色植物，其中一只孔雀头部朝向另一只，呈现出互动的姿态。",30,高,PASS
"975.jpg","a black and white photo of a building with trees in the fore","一张黑白风格的摄影作品，画面中有一座具有古典柱式结构的标志性建筑作为背景，两棵茂密的大树矗立在前景处，宽阔的地面存在大面积水洼，水洼清晰地映射出建筑、树木以及行人的倒影。画面中有一位行人正在水洼前方的步道上行走，整体呈现出历史文化建筑与自然环境相结合的城市广场景象。",50,高,PASS
"976.jpg","a small church on the side of a hill","一座带有红瓦圆顶和石砌墙体的古老教堂坐落在山坡边缘，周围环绕着绿色草地，远处可见城镇建筑群与连绵山脉，在晴朗的天空下呈现出古朴宁静的历史遗迹风貌。",60,高,PASS
"977.jpg","sunflowers in a field","一片开满明亮黄色花瓣、花心呈深棕色的向日葵花田，向日葵密集生长，形成大片生机勃勃的田野，在阳光下绽放，展现出自然的蓬勃生命力",70,高,PASS
"978.jpg","a street with cars and buildings at sunset","一条城市街道在日落时分，街道上停有车辆，两侧是高低错落的建筑物，远处矗立着标志性的塔状建筑，街道上有电车轨道与清晰的交通标线，夕阳的金色光芒从画面中心后方洒出，形成强烈逆光效果，前景中隐约可见骑行者的身影，整体营造出宁静祥和的傍晚氛围。",75,高,PASS
"979.jpg","a lighthouse on the coast","一座红白相间的灯塔矗立在海岸悬崖之上，周围环绕着沿海步道、木质护栏与岩石地形，远处是广阔的海洋与多云的天空。",45,高,PASS
"980.jpg","a path through the garden","一条砂石小径蜿蜒穿过精心设计的日式花园，周围环绕着修剪整齐的球形灌木、低矮绿篱与茂密的高大乔木，园内可见白色小型建筑结构，地面由砂石与小面积草坪结合，前景有近景绿植形成景深效果，整体营造出宁静雅致的园林氛围。",60,高,PASS
"981.jpg","a group of people swimming in the ocean","一群人在蓝绿色的海洋中进行水上活动，其中一人身着黑色潜水服趴在白色冲浪板上准备冲浪，另外两人漂浮在水面附近，周围海面有轻柔的波浪，整体场景为白天光线充足的户外环境",60,高,PASS
"982.jpg","a man riding a motorcycle down a city street","夜晚的繁华城市商业街区十字路口，街道上有车辆通行，一处由橙色交通锥围成的区域内有穿着蓝色工作服的工作人员，周边环绕着多层高楼建筑与商业广告牌，街道被路灯和建筑灯光照亮，呈现出典型的都市商业区夜间交通场景。",0,高,PASS
"983.jpg","a beach with waves crashing on the sand","一片海滩上，白色的海浪泡沫正轻轻拍打着浅棕色的沙滩，海浪呈现出细腻的白色泡沫质感，海水为深蓝色，阳光照射下沙滩上有明显的光影变化，海浪与沙滩的交界处形成自然的波浪形曲线，沙滩表面带有细微的纹理与光泽。",60,高,PASS
"984.jpg","a woman is standing in front of a green selet","一只手臂（穿着浅色衣物）手持镜子，镜子中反射出人脸，背景是闪烁的青绿色亮片窗帘。",20,高,PASS
"985.jpg","bighorns in the grass","多只大角羊在干燥的金黄色高草丛中休息，它们拥有弯曲的羊角，身体呈棕褐色，处于自然山区的草原环境中，周围是高高的干草。",50,高,PASS
"986.jpg","a black and white photo of a church","这是一张黑白照片，展现了一座具有精美雕刻和历史感的教堂矗立在广场中央，教堂前方有多处艺术画摊，摊位上陈列着各类画作，周围聚集着不少行人，整体呈现出历史建筑与市井艺术市集交融的城市公共空间景象。",30,高,PASS
"987.jpg","a person walking on the beach near rocks","a woman in a long coat walking along the sandy beach near large rocky formations, with waves lapping at the shore under an overcast sky",60,高,PASS
"988.jpg","a large white tar is hanging from a tree","一排排整齐的果树之间悬挂着一大幅巨大的白色防护网，防护网从画面上方延伸至远方，覆盖于两列树木之上的空间，构成规整的农业防护结构，下方是长满杂草的果园小道，整体场景为白天晴朗天气下的规范化果园。",20,高,PASS
"989.jpg","a woman standing in a field holding a bunch of flowers","a woman wearing blue jeans and a light-colored long-sleeve top stands in a dense wild grassland, holding a large bouquet consisting of mixed dried flowers and small blooms with warm brown tones in her right hand",60,高,PASS
"990.jpg","a man is in the water on a surfboard","A man stands on a paddle board in clear turquoise water near a tropical island with palm trees, enjoying recreational activity under bright daylight.",60,高,PASS
"991.jpg","the village of sano, italy","the village of sano in italy sits beside a calm body of water that perfectly mirrors the village buildings and surrounding landscape. The village comprises multiple warm-toned houses with red-tiled roofs, arranged along the water's edge. Behind the village rises a densely forested mountain, completely covered in lush green vegetation, forming a striking natural backdrop. The scene is illuminated by soft light, creating a peaceful and serene atmosphere characteristic of this mountain-side settlement.",30,高,PASS
"992.jpg","a woman taking a picture of a lake","a woman in a dark top and light-colored skirt is holding a camera to take a picture of the lake, with lush green grass, trees, and distant mountains surrounding the area under soft lighting.",60,高,PASS
"993.jpg","a statue of person in front of the palace","一座以莫扎特为主题的白大理石古典人物雕像矗立在具有历史感的白色古典宫殿前，雕像呈站立姿态，右手伸展、左手持装饰物件，底座有金色浮雕与"MOZART"字样，周围环绕多组小型天使雕塑，背景是一栋带有历史风格的白色宫殿建筑，整体场景在晴朗天气下显得庄重且富有文化气息。",40,高,PASS
"994.jpg","the golden gate bridge in san","在一处现代弧形银灰色几何纹理建筑旁的城市滨水区域，有一座红色悬索桥横跨水面，连接远处的陆地。画面左侧是具有流线型设计的现代建筑，其银灰色外立面带有规则的几何纹理；下方是人行道，由木质与砖石材质组成，有几位行人正在散步，还有一只小狗活动。水面平静，天空呈现淡蓝色并带有少量云朵，整体营造出宁静开放的公共空间氛围。",30,高,PASS
"995.jpg","a small boat docked in the water near a building","多艘小型船只停靠在水面，靠近色彩丰富的住宅建筑群，岸边有茂密的树木和绿化，构成一个宁静的滨水社区场景。",40,高,PASS
"996.jpg","a basket full of lemons","一个由浅棕色编织材料制成的篮子内，堆满了带有绿色枝叶的明亮黄色柠檬，柠檬紧密排列，篮子放置于深色背景前，整体呈现出自然清新的视觉效果。",60,高,PASS
"997.jpg","an elephant standing on top of a rock","一头棕色的成年大象站立在一处覆盖泥土与草的土堆顶端，周围环绕着茂密的绿色植被，背景是多云的天空，呈现自然的野生环境。",60,高,PASS
"998.jpg","a bridge in the woods","一条木质栈道蜿蜒穿行在茂密的森林中，高大的树木林立，阳光透过枝叶洒下金色的光辉，栈道周围是繁茂的下层植被，营造出宁静自然的森林游览环境。",60,高,PASS
"999.jpg","a bird standing on the grass","一只苍鹭站立在草地上，其羽毛呈现深灰、浅褐与白色相间的色彩，身姿挺拔，周围是黄绿色的草地，带有部分枯黄的草茎，整体环境显得安静自然。",70,高,PASS
"1000.jpg","a woman in a red dress and hat standing in front of a blue wall","一位女士身着无袖分层设计的红色连衣裙，脚蹬红色短靴，头戴一顶宽边草帽，站在一座大型蓝色圆柱形储水罐前，储水罐周围有石墙遗迹与金属支架，地面为水泥质地，整体场景呈现复古工业风氛围。",40,高,PASS
"1001.jpg","a man sitting on a wall in the desert","一位女性身着浅蓝调露肩上衣与阔腿裤，脚蹬棕色鞋子，坐在一处土黄色土筑墙壁旁，身体倚靠在墙上呈放松姿态，一只手臂抬起靠近面部。背景可见棕榈科树木，地面为沙质地形，整体场景位于类似沙漠绿洲的户外区域，土墙带有岁月痕迹，光线明亮显示为白天时分。",40,高,PASS
"1002.jpg","a path through the forest","一条位于茂密竹林中的台阶式林间小径，周围被高大的竹树紧密环绕，木质护栏（或藤蔓结构）沿路径设置，整体环境朦胧静谧，光线柔和，营造出神秘而宁静的林间氛围。",60,高,PASS
"1003.jpg","a man standing on top of a mountain","一名男子站立于山顶的狭长山脊地带，周围环绕着层层叠叠的连绵山脉，在阳光柔和照射下，展现出开阔的山地景观，男子身处高处视野开阔的位置，整体氛围宁静且充满自然壮美感。",60,高,PASS
"1004.jpg","a woman sitting on the grass by the water","一位金发的女士穿着浅灰色连帽风衣和蓝色牛仔裤，正蹲坐在长满青草的山坡上，身旁是静谧的蓝绿色湖泊，远处是带有积雪的山脉，身处宁静的自然环境中。",70,高,PASS
"1005.jpg","a brick wall with a white brick wall","这是一面由红棕色系砖块构成的砖墙，砖块包含浅红、橙红、深褐等多种色调，砖块之间以浅灰色砂浆粘结，砖块呈规则排列，形成连续的垂直墙面，整体呈现出具有年代感的复古质感。",20,高,PASS
"1006.jpg","bread and pastries on a table","多种形态的面包（包括长棍面包、圆形面包、带手工切割纹路的面包等）被放置在编织篮内，篮子又置于浅色布料之上，整体摆放在桌面上。画面中还点缀着麦穗装饰，旁侧有一本打开的书籍，面包多为暖棕色，表面有光泽，呈现出新鲜烘焙的状态，整体在柔和自然光下营造出温馨放松的休闲饮食场景。",40,高,PASS
"1007.jpg","a church with red windows and a steeple","一座具有白色墙体、深色屋顶的教堂，拥有红色窗框的窗户和一个带有独特球形装饰的尖顶塔楼，整体建筑在晴朗蓝天下呈现出历史宗教建筑的庄严感。",60,高,PASS
"1008.jpg","a large statue of a dragon","一座大型传统石质雕塑矗立在古建筑门前，雕塑带有复杂纹饰，可能包含传统神兽元素；上方悬挂着写有汉字的暖黄色灯笼，古建具有中式屋顶结构，整体处于夜晚环境，灯笼灯光营造出古朴静谧的氛围，雕塑与古建共同构成具有文化特色的景点景观。",40,高,PASS
"1009.jpg","two boats are floating in the water","两艘小型船只（疑似木船或观光船）在平静的深蓝色水面上漂浮，船上有穿着橙色救生衣的人员，部分人员正划桨，水面无波浪，画面下方可见模糊的树木枝叶，整体呈现傍晚时分的宁静水上游览场景。",60,高,PASS
"1010.jpg","a field of water plants with buildings in the background","一片由荷叶和荷花组成的大片水生植物区域，背景分布着高层公寓与带有红色屋顶的低层建筑，周边环绕茂密树木，构成城郊结合部的湿地景观。",60,高,PASS
"1011.jpg","a plate of food with spoons and a cup of coffee","一大盘装有金黄色带焦糖色泽食物（疑似焦糖布丁或烤乳酪）的深色盘子，上面整齐放置约6把木质勺子，置于木质餐桌上，背景可见带有蓝色花纹的白瓷容器、小型白色碗、打开的菜单等，呈现餐厅用餐场景下的共享甜点布置，光线明亮营造舒适氛围。",40,高,PASS
"1012.jpg","a small pagoda in a park with a stone walkway","一座具有传统中式风格的多层飞檐凉亭矗立在公园内，由带有石质栏杆的石桥连接，石桥下方是一片平静的水域，周围环绕着茂密的绿树，整体环境静谧雅致，充满园林景观特色。",40,高,PASS
"1013.jpg","a bunch of meat hanging from a ceiling","在一个传统腊味储存仓库的天花板下，大量经过烟熏处理的腊肉悬挂着，旁边还挂着竹制吊篮，空间内整齐堆放着木柴，地面中央设有火盆和灰烬，周围分布着几把木质座椅，整个场景呈现出古法腌制肉类的传统工艺空间特征。",40,高,PASS
"1014.jpg","a waterfall in the jungle","一处分层瀑布从陡峭的层理岩壁上倾泻而下，水流层层跌落，周围环绕着茂密的热带丛林，岩壁表面生长着大量绿色植被，画面右侧有一根粗壮的树干延伸至前景，上方可见翠绿树叶，整个场景湿润清新，展现出丛林中瀑布与岩壁、植被共生的自然景观。",40,高,PASS
"1015.jpg","a body of water","一处传统中式古建筑群环绕的河流，河面上有一座石拱桥横跨，桥梁上方有古建风格的结构，河面倒映着建筑与灯光，后方是山林，整体呈现傍晚至夜间时的古镇夜景，水面有光影与轻雾，建筑灯火通明，营造出古朴雅致的氛围。",30,高,PASS
"1016.jpg","a plate of meat and vegetables on a table","一张餐桌上的大型装饰性瓷盘内摆放着多片烤制牛排，牛排呈深棕色且带有焦香痕迹，部分切面显示粉红色生熟度，表面撒有绿色香草碎；盘中还搭配着绿色西兰花、红色小番茄和橙黄色的烤南瓜块，旁边配有盛装调味酱汁的金属小碗，盘子底部铺有绿色叶片作为衬垫，整体呈现出精致的餐食摆盘效果。",50,高,PASS
"1017.jpg","a large fountain","一个大型景观水域位于画面中央，周围环绕着草地小山，旁边有现代风格的玻璃与混凝土结合的公共建筑，多棵树木点缀其中，部分树上挂着红色装饰物，远处可见高层建筑和高压电塔，整个场景处于晴朗的白天，地面铺设浅灰色石材，整体呈现出整洁的城市公共休闲空间的氛围。",20,高,PASS
"1018.jpg","a wooden ruler with a drawing of a horse and a horse","一个木质的长条形工艺品（疑似传统扇骨或刻字木牌），其表面有多个雕刻装饰，包括兽头图案、带有传统风格的构件图案，以及竖排排列的文字“霸具姿坚”；该物品放置在浅色纹理的平面上，木材呈现自然的浅棕色，雕刻区域因工艺处理而显得更深色。",20,高,PASS
"1019.jpg","a view of a city from a car window","从汽车车窗看到的城市景象，上方是布满形态各异的白色积云的蓝天，阳光从左下方洒入，照亮部分云层与城市建筑群。建筑群由多栋高层建筑构成，包含白色、灰色等色调的建筑，建筑间可见树木等植被，整体呈现为白天晴朗但多云的城市风光。",60,高,PASS
"1020.jpg","the rice terraces in sapa, sapa","The rice terraces in Sapa display layered, vibrant green fields that cascade down the mountain slopes, surrounded by dense forests and mist-shrouded mountains under a hazy gray sky, forming a serene natural landscape.",40,高,PASS
"1021.jpg","a sunset view of a city with a few clouds","a vibrant sunset view of the city, featuring colorful cloud formations in shades of deep blue, purple, orange, and pink across the sky. The foreground shows silhouettes of trees and distinctive buildings against the evening light, creating a layered scene where the warm glow of the setting sun illuminates both the sky and the darkened urban landscape, with several scattered clouds adding texture to the expansive twilight atmosphere.",60,高,PASS
"1022.jpg","a sunset with a pink cloud in the sky","一幅展现傍晚日落时分的天空景象，天空呈现出由深蓝色向浅紫色再逐渐过渡至暖橙色的多彩渐变色彩，其中分布着多处带有粉红色调的积云，云团形态蓬松且大小不一，部分区域因夕阳照射显得格外明亮；天空右上方可见一弯细小的月亮，整体画面营造出宁静祥和的日落氛围，云层的粉红色泽与天空的色彩层次相互映衬，展现出自然景观的独特美感。",60,高,PASS
"1023.jpg","a small stream of water with a tree in the background","a small stream flows through a tranquil scene, bordered by an ancient stone wall covered with lush vegetation. Mist rises from the water's surface, and numerous trees stand in the background, with traditional architectural structures partially visible among the foliage, creating a serene natural and historical landscape.",30,高,PASS
"1024.jpg","a large building with a staircase leading up to it","一座具有传统中式风格的多层古楼阁，配有石制台阶与雕花栏杆，台阶向上延伸至楼阁入口；楼阁带有飞檐翘角的古建特色，周边悬挂着红色灯笼，背景为晴朗蓝天。",50,高,PASS
"1025.jpg","a walkway with purple lights and trees","一个带有紫色、蓝色等多种彩色灯光的步行道，周边环绕着竹子和阔叶花树等多种树木，旁边有水域，护栏带有装饰性雕刻，呈现夜间园林景观效果",60,高,PASS
"1026.jpg","a cat laying on a table","一只橘白相间的长毛猫闭眼休息地躺在一处木质小圆桌上，小圆桌旁有一把粉色的塑料椅，整体处于室内环境中，呈现出舒适放松的状态。",30,高,PASS
"1027.jpg","a tree with white flowers in front of a building","一棵开着白色花朵的树矗立在建筑物前方，树枝上既有盛开的白色花朵，也有即将绽放的花苞，树叶呈现多种绿色调，部分叶片带有浅黄色或褐色痕迹，背景可见一栋浅色外墙的建筑",50,高,PASS
"1028.jpg","a full moon is seen above a fountain in a park","a full moon is seen above a calm water body with circular lighting in a modern urban park, where the still water reflects both the moonlight and surrounding artificial lights, with contemporary architectural structures, trees, and decorative illumination features visible throughout the serene nighttime scene.",60,高,PASS
"1029.jpg","a boat is floating in the water at night","A beautifully decorated traditional-style tour boat with colorful lights floats on the water at night, featuring golden and red lighting decorations along its hull. The boat has ornate patterns like dragon motifs, and the surrounding scene includes illuminated skyscrapers forming an urban nightscape backdrop, with golden light reflections rippling across the water surface.",0,LOW,FAIL
"1030.jpg","a colorful light hanging from a tree","GLM未生成优化描述",60,GLM未生成优化描述,PASS
"1031.jpg","a plate of food with a bowl of sauce and a bowl of sauce","一个白色大盘子中摆放着烤番茄、西兰花、胡萝卜条、切片鸡肉、炒饭、烤香肠，还有一个带有黄色花朵装饰的绿色环形甜点；其左侧有一个黑色小碗，内盛溏心蛋，整体摆放在大理石桌面上。",30,高,PASS
"1032.jpg","a person holding a red bag with a sign on it","A person is holding a red shopping bag featuring "酱香拿铁" in prominent red characters, "美酒加咖啡 就爱这一杯" in blue lettering, along with Luckin Coffee and Moutai brand logos. The scene occurs indoors in what appears to be a shopping mall, with glass doors and bright lighting visible in the background.",50,高,PASS
"1033.jpg","a table with a coffee cup and a rock","一个木质桌子上摆放着多种物品，包括一个带有拉花设计的黑色咖啡杯、一个蓝白纹饰且印有“徐堂”文字的古风陶瓷罐、一组浅蓝色的陶瓷茶具套装以及一块浅灰色的岩石装饰，背景为木质墙面并搭配绿植与复古灯具，整体呈现出休闲雅致的室内空间氛围。",30,高,PASS
"1034.jpg","a person walking on a brick path in a park","公园内砖石步道上，清晨阳光穿透轻雾，照亮整齐铺设的砖石路面，周围环绕着黄褐色草地与修剪整齐的绿篱，远处可见雕塑与茂密的树林，整个场景静谧开阔，呈现晨光下公园的宁静氛围",20,高,PASS
"1035.jpg","an aerial view of a park with trees and flowers","an aerial view of a traditional cultural park featuring winding stone pathways, colorful flowering trees in pink, white, and magenta, dense green foliage, ancient architectural structures, and a small pond within the landscaped area",50,高,PASS
"1036.jpg","a blue pool surrounded by pink cherry trees","a traditional blue-tiled ancient building serves as the central feature of a vibrant park, surrounded by extensive blooming pink cherry blossom trees, with a blue pond positioned at the upper edge area. Visitors can be seen throughout the scenic area, enjoying the beautiful spring landscape.",40,高,PASS
"1037.jpg","the sun shines through the water","Sunlight creates star-like reflections as it shines through rippling water, with branches and leaves visible in the upper right corner.",0,LOW,FAIL
"1038.jpg","a pink lotus flower in the middle of a green leaf","一朵盛开的粉色荷花位于多片大型绿色荷叶之间，周围环绕着形态饱满的荷叶，构成自然和谐的荷塘景象",67,高,PASS
"1039.jpg","a table and chairs outside a restaurant","一处现代风格餐厅外的露天就餐区域，摆放着多彩的桌椅，包含白色餐桌搭配白色座椅的组合，以及其他色彩（黄色、红色、蓝色等）的座椅组合，周边有带有青绿色斜纹屋顶和大型玻璃幕墙的餐厅建筑，地面为石板铺设，远处可见茂密的绿树与遮阳伞，整体呈现出舒适的户外休闲餐饮环境。",50,高,PASS
"1040.jpg","a woman standing in front of a tree","一处带有鲜艳红色叶片的树木位于绿化区域内，周边分布着绿色灌木丛，树木由竹制支架和布料进行支撑保护，背景可见晴朗蓝天与高层建筑，整体呈现城市公共绿地的自然景观景象，画面中没有人物出现。",0,高,PASS
"1041.jpg","a pool with a lot of water and a lot of blue lights","一个夜晚的文化景区内的大型水池，池水呈现蓝绿色调，周围分布着传统古建建筑群与桥梁，场地被大量蓝色灯光照亮，灯光在水面上形成光影效果，营造出梦幻氛围。",40,高,PASS
"1042.jpg","a church with a stained glass window and a stained window","教堂内部有多组拱形窗户，其中左侧大型拱形彩色玻璃窗呈现丰富色彩（含紫色、蓝色、绿色等），描绘宗教题材人物形象，光线透过形成绚丽光影；中间拱形窗户透出粉红色光，其下方设有装饰性花环；教堂内排列着木质长椅，天花板为浅色调，整体空间庄严肃穆且充满艺术气息。",30,高,PASS
"1043.jpg","a tall tower with a clock on top of it","A tall, uniquely twisted tower stands prominently against the night sky. The tower is adorned with vibrant multicolored lighting that displays rainbow hues across its structure. It is situated beside a river where water reflections are visible, with bridges and other buildings forming part of the surrounding urban landscape under the dark evening sky.",40,高,PASS
"1044.jpg","a pink sky with a few clouds","一片从浅蓝到暖粉再到暖橙渐变的天空中，仅有少量淡薄的云，下方分布着多棵无叶树木形成黑色剪影，树木后方可见建筑物轮廓，整体呈现出傍晚时分宁静的天空景象。",30,高,PASS
"1045.jpg","a close up of a flower on a tree","一簇鲜艳的橙色管状花朵近距离展示在棕褐色带纹理的树枝上，背景有模糊的绿色树叶和蓝天，呈现出自然户外环境中树木花卉的生机景象。",50,高,PASS
"1046.jpg","the great wall of china","中国的万里长城蜿蜒于山地之间，由灰色砖石构成的古老墙体沿山脊曲折延伸，墙体上可见烽火台遗迹。长城周边生长着大量盛开的白色花树（疑似杏花或李花），山体岩石裸露，天空中有云层，整体呈现出历史遗迹与自然景观和谐交融的壮丽景象，展现出长城雄伟古朴的风貌与周边春日美景的完美结合。",50,高,PASS
"1047.jpg","a green and yellow tree in the middle of a field","从高空俯瞰，一片带有坡度的绿色草地处于中央位置，周边环绕着开满粉色和白色花朵的树木，整体构成一处被茂密森林包围的立体自然景观区域，阳光照射下草地呈现出绿黄渐变的色彩效果。",20,高,PASS
"1048.jpg","a lake with a mountain in the background","一片清澈的蓝绿色湖泊，湖面平静如镜，完美倒映着背后连绵的山脉、蓝天与白云，山脉呈现出浅灰、深褐相间的色彩，湖岸为浅色沙滩，整体构成一处宁静优美的自然景观。",50,高,PASS
"1049.jpg","a wooden fence with a green field in the background","一处由多种形态木材构成的木栅栏（包含圆形截面木桩、长条形木棍等，木材表面有磨损痕迹与自然纹理），处于画面前景区域，后方是茂密的多类绿色植被（以阔叶植物为主，呈现不同深浅的绿色，呈现出自然的田园生长状态），整体构成一处具有自然野趣的户外田园边界场景。",60,高,PASS
"1050.jpg","a pink flower with white petals on the ground","一朵由粉色向白色渐变的荷花，拥有多层花瓣，静置在潮湿的泥土地上，周围散落着荷叶、枯叶与细枝，呈现出湿地自然环境下的静态景象。",60,高,PASS
"1051.jpg","a tree with lots of colorful kites hanging from it","In an outdoor park setting during the evening, numerous colorful decorative lanterns (including diamond-shaped and star-shaped designs) in pink, blue, and purple hues hang from the branches of several large trees. The scene also shows well-maintained pathways, greenery, and additional trees in the background, with sunlight filtering through the leaves to create a warm, dreamy atmosphere.",65,高,PASS
"1052.jpg","a pond in a courtyard with a bridge","一处具有传统中式风格的历史文化庭院中，有一处清澈的池塘，池塘被古色古香的木质与砖墙结合的古建筑群环绕，周边种植着茂密的树木和灌木，池塘边缘设有石板步道和竹制护栏，庭院内还设有连接不同区域的仿古木桥，整个场景在晴朗的白天呈现出宁静古朴的氛围，池塘水面清晰倒映着周围的建筑与植被，展现出典型的中式庭院景观特色。",40,高,PASS
"1053.jpg","a tree with pink flowers","一棵带有粉色花朵和花苞的树矗立在园林中，周围环绕着修剪整齐的绿色灌木，远处分布着其他树木，呈现出春日自然园林景象。",40,高,PASS
"1054.jpg","a bowl of food with a spoon in it","一个带有烤痕的黑色砂锅内盛放着由大虾、花甲、青葱等食材组成的海鲜料理，其中放置了一把金属汤勺，砂锅处于加热状态且有热气升腾，周围可见餐厅用的餐具（如带标识的白盘、红色小碗等），整体呈现出餐厅内热菜上桌的用餐场景。",40,高,PASS
"1055.jpg","a cup of coffee sitting on a wooden table","一个装有咖啡的透明玻璃杯，其表面有白色花朵造型的拉花并装饰有绿叶和小颗粒，杯子放置在圆形木质托盘上，托盘上铺有白色方形餐巾，整个装置静置于浅棕色木质桌面上，左侧有一台显示文字内容的电子设备，右侧远处可见纸张与黑色支架类物品。",50,高,PASS
"1056.jpg","a view of a car ' s side mirror","一个安装在车辆外侧的黑色汽车侧后视镜特写，镜子清晰反射出车辆行驶中的后方道路场景，可见道路、远处车辆、电线杆、建筑物，天空呈暖橙色，整体呈现出傍晚时分的道路环境，拍摄视角为车内向外观察。",60,高,PASS
"1058.jpg","a body of water","一片宁静的湖泊，湖水呈现出深邃的蓝色，湖面泛起细微波纹。湖的远方是雄伟的雪山群，山顶覆盖着洁白的积雪，山体间夹杂着棕褐色的岩石地貌，与蓝色的湖水形成鲜明的色彩对比，整体构成一处高原山水相依的自然景观。",40,高,PASS
"1059.jpg","a bowl of food with chops and a fork","一个装有丰富食材的碗中，包含烤制禽肉切片、虾仁、西兰花、黄瓜片、樱桃小番茄、玉米粒、螺旋形意面和半颗煮鸡蛋等，使用木质筷子作为餐具，碗放置在银色保温垫上。",30,高,PASS
"1060.jpg","the building is green","一处现代风格的城市商业综合体户外区域，主体建筑为具有独特设计的青绿色建筑（包含斜向板状屋顶与部分外墙），周边设有带有星巴克标识的配套建筑，区域内布置了多彩的户外桌椅（蓝色、黄色、白色等）与遮阳伞，地面为灰色砖石铺装，整体呈现出舒适休闲的商业休闲空间氛围。",60,高,PASS
"1061.jpg","a cabin in the woods with trees and bushes","一处深棕色木质结构的木屋静静矗立在茂密的森林中，该木屋带有灰色坡屋顶和两个方形烟囱，窗户有独特装饰设计；周边生长着多种树木（包含高大松树、阔叶树等）和茂密的灌木丛，整个场景在明亮自然光线下，展现出宁静自然的森林环境氛围。",60,高,PASS
"1062.jpg","a large black pot","a large black bronze ding (鼎) with intricate carvings and inscriptions on its surface, standing on three legs in an outdoor cultural garden setting surrounded by lush greenery, trees, and landscaped pathways.",30,高,PASS
"1063.jpg","a pink flower floating in a pond","一朵淡紫粉色荷花花苞漂浮在池塘水面，周围环绕着多片荷叶（包含边缘带黄褐色的叶片），水体呈深绿色，可见水下植物根茎，整体呈现自然宁静的水域生态景象。",60,高,PASS
"1064.jpg","a vase of flowers sitting on a table","一个装有浅粉色带红边玫瑰（包含盛开的花朵与花苞，搭配翠绿叶片）的花瓶坐在室内桌子上，周围可见其他物品，整体呈现出温馨的居家场景。",50,高,PASS
"1065.jpg","a tree with pink flowers in the middle of a field","多棵玉兰树盛开着粉色花朵，生长在一片有绿草和开阔空间的园林式绿地中",33,高,PASS
"1066.jpg","a circuit board with a small circuit and a small circuit","一块绿色的XILINX NEXYS 4 DDR FPGA开发电路板，上面集成了两块数码管显示模块（显示数字信息）、多个排针接口、按钮组件、LED指示灯（含绿色DONE指示灯和红色状态灯），还安装了FPGA核心芯片及周边电路元件，所有元件通过线路连接构成完整电子功能模块，电路板被放置在浅色木质表面上。",0,高,PASS
